text,DATE,VOTES,prediction,profanity_emoji
don’t EVER talk about her that way…,2026-02-17T06:22:38.774Z,83,1,🟢
hi if you’re cute pls make sure you do yak match 🐸,2026-02-17T06:21:47.179Z,37,1,🟢
A movie just happened in the CVS,2026-02-17T05:29:24.440Z,1,1,🟢
Third floor of Baldwin actually stfu it’s 12:00am,2026-02-17T05:02:02.330Z,28,0,🟢
"end of 3rd floor hall of baldwin stop knocking on ur floor at midnight or whatevr ur banging on ur floor. you woke me up out of dead sleep. 
- neighbors below",2026-02-17T04:54:53.003Z,45,0,🟢
Would you rather,2026-02-17T04:11:22.968Z,11,1,🟢
Fuck you.,2026-02-17T04:10:15.886Z,19,0,🟡
3 more therapy sessions until spring break 🤭,2026-02-17T04:08:32.274Z,62,1,🟢
I miss the old Boomerang,2026-02-17T03:17:39.836Z,25,0,🟢
Can we stop honking our fucking horn outside some people have to be up early,2026-02-17T02:38:34.607Z,10,0,🟡
so like does anyone have calc with downey?? i j need to know what we did the past couple days,2026-02-17T02:13:20.842Z,7,1,🟢
Why are those freshman football players so thirsty?,2026-02-16T22:48:35.373Z,14,0,🟢
bit into the garlic shrimp at ryan and nearly puked. tastes like someone dumped a bottle of horseradish on top.,2026-02-16T22:24:04.202Z,11,1,🟢
So nobody on the 2nd floor of Baldwin knows how to set a timer to switch laundry tf ??????,2026-02-16T21:41:25.006Z,13,0,🟢
"just about ready to off myself why, you ask? 
my fucking reach courses and the ungodly homework they assign",2026-02-16T21:24:05.586Z,51,1,🟡
I treat my messages with my mom like my personal diary,2026-02-16T21:11:48.431Z,81,1,🟢
I wish women were more friendly to me cuz I lowkey fw women a lot,2026-02-16T20:56:16.061Z,25,1,🟢
"the mail room is really getting on my nerves this semester. they rarely send emails when my packages get delivered now (even when it was a week ago), and the line takes 15+ minutes every time i’m in there",2026-02-16T20:43:46.842Z,77,1,🟢
No shade but you’re a chud and definitely get frame mogged by ASU frat leader,2026-02-16T18:24:25.607Z,56,1,🟡
"I AM SICK AND TIRED OF WAITING ON A MAN, LADIES ITS YOUR TURN",2026-02-16T17:58:22.388Z,50,0,🟢
RIP #3,2026-02-16T17:39:07.817Z,-1,1,🟢
why am i such a fat fucking chud,2026-02-16T17:35:09.393Z,74,1,🟡
Can someone explain to me what Parkhurst suppose to do?,2026-02-16T16:56:11.852Z,9,1,🟢
Somar Dance Works,2026-02-16T16:55:03.402Z,8,1,🟢
Fun fact you can use your turning signal to signal you’re turning. Dick heads.,2026-02-16T16:49:54.079Z,91,1,🟡
Parkhurst has the chance to do the funniest thing for their black history month lunch,2026-02-16T16:01:48.183Z,23,1,🟢
how TF do you loose a package AN HOUR AFTER IT WAS DELIVERED,2026-02-16T16:01:25.012Z,41,1,🟢
why are we stopping in front of the stairwell where many people are walking to kiss.,2026-02-16T15:13:30.360Z,31,1,🟢
The dinning halls here make me feel like a stray dog begging for trash scraps in a cold wet alley,2026-02-16T15:08:28.662Z,105,0,🟢
no shade but i can’t do people who drink soda/pop early in the morning … like why are you drinking Dr. Pepper in our 8am as if it’s a water bottle.,2026-02-16T14:35:23.106Z,70,1,🟢
How on God’s Green Earth did we have MLK Day off but not Presidents Day? Insane tbh,2026-02-16T14:16:54.855Z,16,1,🟢
"package was just delivered now, what’s the over under i get the email today",2026-02-16T14:07:31.469Z,17,1,🟢
Teir 🥀,2026-02-16T13:52:02.894Z,16,1,🟢
Oh the music and shaking in Baldwin is strong today holy crap,2026-02-16T13:18:27.769Z,13,1,🟡
Rowing=chuds I heard one of them was wacking it on his official,2026-02-16T12:49:34.764Z,34,1,🟢
My broken fridge froze my eggs??  Thank you Mercyhurst for these top teir apartments,2026-02-16T11:44:00.197Z,0,0,🟢
whoever’s yelling on briggs stfu,2026-02-16T06:10:20.549Z,6,0,🟢
the way we don't have president's day off,2026-02-16T05:48:52.041Z,38,1,🟢
Why are more people talking about Guner 47 on football being weird at the bar again!!!,2026-02-16T02:59:16.733Z,16,0,🟢
anybody got any tips on how to find scholarships?,2026-02-16T02:38:21.595Z,30,1,🟢
dumb question IK sorry 🫩 but any tips on how to get into parties as a freshman or is that a no go? just finding out where one is and going seems weird but idk anything frl,2026-02-16T02:04:55.186Z,23,0,🟢
starting in march 2026 will be my year,2026-02-16T01:56:55.632Z,31,1,🟢
Grotto food once again making me want to kms,2026-02-15T23:59:14.333Z,38,0,🟢
i am cooked but i am free,2026-02-15T23:39:25.512Z,25,1,🟢
yk i think it’s over for me and im okay with that,2026-02-15T21:09:38.437Z,18,1,🟢
The political state of our country makes me embarrassed to be an American but our Olympic athletes make me want to shoot fireworks out of my ass while riding a bald eagle over every other loser country USA USA USA 🇺🇸 🦅🎆🌭🏈🤠,2026-02-15T20:38:46.674Z,108,0,🟡
OK WHO PISSED IN THE WARDE ELEVATOR 🫣,2026-02-15T20:23:58.607Z,43,0,🟢
"Briggs 3909, my white mesh laundry bag is missing so if you grabbed it for some reason  please put it back in the basement ontop of the dryers",2026-02-15T19:52:42.300Z,11,1,🟢
Maybe next February things will be different…,2026-02-15T19:48:54.932Z,54,1,🟢
how do ppl live alone? my roommates have been gone all weekend and all I wanna do is smoke and nap,2026-02-15T18:55:53.329Z,19,0,🟢
can that dog in the library stfu,2026-02-15T18:40:51.939Z,19,0,🟡
8 seconds. I am him,2026-02-15T18:01:18.893Z,5,1,🟢
Can we bring back Wishbone,2026-02-15T17:01:21.032Z,37,1,🟢
"Just letting everyone know that I will be turning evil soon, it sucks but it has to be done 😔",2026-02-15T16:00:56.962Z,119,0,🟡
just found out the reason why getz is resigning is because we are in debt from going D1...,2026-02-15T15:43:40.832Z,66,1,🟢
whoever found my id n put it on my door your the fuckin goat!!,2026-02-15T15:02:44.981Z,89,1,🟡
Shut the fuck up outside lewis at 4am! What are we doing people? Be considerate please!,2026-02-15T09:15:39.526Z,42,0,🟡
Covid clearly messed up the younger generations! I was a freshman in hs when it happened so I kinda learned how to be social but WOW it’s obvious yall don’t know how to socialize and have fun at parties or group hangouts,2026-02-15T08:04:29.534Z,35,0,🟢
Girls at sullys need to step off whatever pedestal they stand on in their heads and just catch a vibe.,2026-02-15T07:44:17.107Z,17,1,🟢
trok,2026-02-15T07:28:10.621Z,16,1,🟢
Glen shot the big kirk,2026-02-15T07:22:56.129Z,21,1,🟢
double trouble at brigs where the swabbies at,2026-02-15T07:18:38.352Z,17,0,🟢
"why did i have to get the loudest snorer in the world as my roommate, so fucking annoying. go to guinness world records and never come back! can’t do this shit no more 😭",2026-02-15T06:42:03.023Z,75,0,🟡
HATE HATE HATE. FUCK LOVE ALL WE NEED TO DO IS HATE,2026-02-15T06:04:45.419Z,5,0,🟡
YARGHHHH,2026-02-15T04:54:05.817Z,14,1,🟢
bring back the meet cute,2026-02-15T04:28:30.970Z,28,1,🟢
she yik on my yak til we match 😛😛,2026-02-15T03:56:12.749Z,19,1,🟢
Anyone that posts with their significant other is a piece of shit and utterly useless,2026-02-15T01:39:42.437Z,19,0,🟡
valentines day?? more like “how many ugly mfs can we post on social media at once” day. some of yall rly need to take a step back…,2026-02-15T01:14:05.696Z,42,1,🟢
lax house throwing?,2026-02-15T01:04:04.643Z,8,1,🟢
I am human and I need to be loved Just like everybody else does,2026-02-15T00:57:32.683Z,24,1,🟢
best place to study/get work done on campus?,2026-02-15T00:27:33.320Z,5,1,🟢
Can someone please throw,2026-02-15T00:14:31.259Z,9,1,🟢
everyone go do the yak match the more the better it will work!,2026-02-14T23:42:27.372Z,105,1,🟢
Can we please get some ground beef in the grotto gah damn,2026-02-14T23:14:50.549Z,10,1,🟢
Literally tho,2026-02-14T22:35:02.392Z,12,1,🟢
Facts let’s t up tn,2026-02-14T22:34:42.290Z,6,1,🟢
"Whatever girl was washing clothes on 2nd Floor in Warde, your clothes have been sitting there for over 3 hours",2026-02-14T22:17:41.148Z,9,1,🟢
Bro fuck grotto,2026-02-14T22:06:33.569Z,95,1,🟡
Hot take: Valentine’s Day is for women. It is a woman’s holiday,2026-02-14T22:05:31.870Z,34,1,🟢
actually gonna kms bc why does grotto always have pork. mf i don’t eat pork.,2026-02-14T21:20:49.594Z,25,0,🟢
Got my first tattoo today holy fuck it’s addictive,2026-02-14T20:44:04.929Z,34,0,🟡
whatchu mean denmark scored from the redline,2026-02-14T20:33:24.559Z,18,1,🟢
My valentine is a pack of zyns and my record player,2026-02-14T20:31:33.770Z,30,1,🟢
JM23 plzzzzz come find me im in Baldwin daddy!!!,2026-02-14T20:11:41.706Z,14,1,🟢
sullies tn obviously,2026-02-14T20:01:49.023Z,26,1,🟢
Who the guy who keeps yelling at the wbb game?,2026-02-14T19:23:07.381Z,6,1,🟢
Hey Guys. Happy VALENTINES DAY to all the couples. EVEN THE SINGLES AS WELL,2026-02-14T18:41:26.505Z,61,1,🟢
Bout to find my husband on yak match,2026-02-14T18:23:34.761Z,84,1,🟢
you’ve all been letting sullies suck lately and i’m deeply disappointed,2026-02-14T17:30:04.581Z,34,0,🟡
Whoever is doing PA announcing for the men’s lax game… NEVER let him work again,2026-02-14T17:04:57.955Z,14,0,🟢
billions must drink,2026-02-14T16:48:45.893Z,36,1,🟢
Woke up and decided that jumping off the tower of old main seems like a great way to celebrate this fuckass holiday,2026-02-14T16:21:21.919Z,50,1,🟡
happy valentine’s day to everyone!! love is more powerful then hate!!!!!,2026-02-14T16:12:00.973Z,55,1,🟢
"Just woke up, and already pissed off this day sucks.",2026-02-14T16:05:55.655Z,25,0,🟡
what about a valentines shoutout to all the smart independent men out there mrs 2029,2026-02-14T15:53:03.391Z,28,1,🟢
Mercyhurst 29 girl please shut up. You just look stupid and whenever u post on there people just laugh AT you,2026-02-14T15:47:35.867Z,48,0,🟡
To day drink or not to day drink?,2026-02-14T15:30:26.225Z,38,1,🟢
"Happy valentine’s day to all of you beautiful, strong, and resilient ladies!!❤️",2026-02-14T13:32:41.863Z,85,1,🟢
i’m single but not feeling bitter this valentine’s day for some reason good vibes only ✌️☮️,2026-02-14T06:23:22.426Z,33,0,🟢
When I have no one to talk to I feel like a complete unknown,2026-02-14T04:23:52.751Z,44,1,🟢
get to the fucking bar,2026-02-14T04:16:56.490Z,13,1,🟡
I’d rather die than take my A&P practical Monday. I love lucore but please babe give us word banks I’m actually on the edge,2026-02-14T04:14:53.776Z,27,1,🟢
when im out drinking with bestie and she went nonverbal 15 minutes ago and her phone is slightly angled so i know the nights over,2026-02-14T04:00:28.907Z,40,1,🟢
STARTING NOW! DRINK MENU 🚨,2026-02-14T02:00:22.047Z,6,1,🟢
the band’s drum major uniform must be calling these women to help men cheat on their girlfriends like it’s the green goblin mask,2026-02-14T01:46:07.667Z,26,1,🟢
THERE’S TWO OF THEM!!!,2026-02-14T01:12:31.047Z,18,1,🟢
I hate social media. It has ruined relationships.,2026-02-14T00:32:36.571Z,69,0,🟢
Bro we so SOOOOOO fucked,2026-02-13T23:36:33.458Z,39,1,🟡
friendly reminder that if your period ended this week you will be ovulating on valentine's day. good luck and be safe!,2026-02-13T23:29:10.985Z,19,1,🟢
pregame,2026-02-13T23:28:42.139Z,25,1,🟢
Wait why r people fucking tonight when Valentine’s Day is tmr,2026-02-13T23:10:18.120Z,40,0,🟡
Genuinely. Highest part,2026-02-13T23:09:34.932Z,21,1,🟢
BENJAMIN NETANYAHU PLEASE LET ME ORDER FROM THE ROOST IN THE GET APP,2026-02-13T22:51:53.062Z,30,1,🟢
valentines day makes me want to jump off old main,2026-02-13T22:36:45.130Z,104,1,🟢
If I see any couples tomorrow I’m running them over 💜,2026-02-13T22:32:40.024Z,80,1,🟢
those little goodie bags were so cute,2026-02-13T21:11:51.983Z,19,1,🟢
"You are all goyim. Wake up and realize how lazy you actually are and stop doomscrolling, be productive with your life and value your body and mind",2026-02-13T21:11:06.098Z,46,1,🟢
Wear protection tonight!,2026-02-13T20:22:34.860Z,44,1,🟢
LOL GOTTEM. Syfm,2026-02-13T20:21:03.698Z,0,1,🟢
best place to shit on campus?,2026-02-13T20:18:49.671Z,15,1,🟡
saw grass today,2026-02-13T19:52:33.137Z,82,1,🟢
if you have enough classes it legitimately could be impossible to get your package bc of how long you’ll spend at the mail room 💔,2026-02-13T19:05:16.620Z,39,1,🟢
They’re ticketing Briggs rn,2026-02-13T18:56:29.980Z,9,1,🟢
Erie county parking authority at it again on Briggs 🤡,2026-02-13T18:54:29.447Z,8,1,🟢
yes i stole your tim hortons order,2026-02-13T18:44:52.616Z,6,0,🟢
"🚨 TONIGHT AT 9 🚨 DRINK MENU + MUSIC
COME FOR A GOOD TIME",2026-02-13T18:26:01.011Z,24,1,🟢
"When it’s come to the GOAT conversation you have…Jordan - 6 Rings
Brady - 7 rings
Me - 19 straight years of being Single & no first kiss. 

Lowkey I’m an all time great at living lonely",2026-02-13T18:12:41.219Z,37,1,🟢
when i’m trying to eat lunch but the 501 workers won’t stop watching reels at full volume,2026-02-13T16:55:49.570Z,62,1,🟢
anyone taking downey's stats 109 quiz 2 wanna help me out i have dyscalculia and i'm so cooked,2026-02-13T16:54:53.659Z,8,0,🟢
can this dog in Duval stfu? i’m trying to do homework so i can get drunk this weekend 😭,2026-02-13T16:53:11.651Z,38,0,🟢
Who is gonna tell bro football is gonna be in the summer Olympics,2026-02-13T16:17:38.661Z,12,1,🟢
hammermill wifi is at a blazing 110 kbps. carrier pigeons would be faster,2026-02-13T16:08:45.351Z,18,1,🟢
"Some people might say you have a might have a drinking problem, though they’re wrong, they just have a problem with you drinking.",2026-02-13T15:36:50.495Z,33,0,🟢
"ladies, good luck on your everything showers tonight ❤️ 😛",2026-02-13T15:00:36.730Z,189,1,🟢
Guys what the move tomorrow I have nothing planned,2026-02-13T15:00:30.924Z,45,0,🟢
Is the espresso machine in the bookstore working yet?,2026-02-13T14:44:15.840Z,11,1,🟢
say that again....,2026-02-13T14:34:42.214Z,12,1,🟢
